Date,Open,High,Low,Close,Adj Close,Volume
2017-11-14,45140.000000,45380.000000,44480.000000,44500.000000,38847.402344,2006150
2017-11-15,44500.000000,44680.000000,43700.000000,43960.000000,38375.996094,2145750
2017-11-16,null,null,null,null,null,null
2017-11-17,44420.000000,45220.000000,44000.000000,44000.000000,38410.917969,2734550
2017-11-20,44100.000000,44340.000000,43880.000000,44100.000000,38498.214844,1308050
2017-11-21,44100.000000,44400.000000,43960.000000,44140.000000,38533.136719,1262600
2017-11-22,44680.000000,45560.000000,44620.000000,45560.000000,39772.753906,1973000
2017-11-23,null,null,null,null,null,null
2017-11-24,44840.000000,45080.000000,44460.000000,45080.000000,39353.730469,969400
2017-11-27,45040.000000,45040.000000,42720.000000,42740.000000,37310.968750,2769400
2017-11-28,42740.000000,43020.000000,41640.000000,42980.000000,37520.480469,2350750
2017-11-29,42980.000000,43080.000000,42360.000000,42600.000000,37188.753906,1351400
2017-11-30,41600.000000,41920.000000,41060.000000,41920.000000,36595.128906,5883700
2017-12-01,41920.000000,42720.000000,41660.000000,41920.000000,36595.128906,2460550
2017-12-04,41920.000000,42380.000000,40880.000000,41580.000000,36298.316406,2792400
2017-12-05,41100.000000,41660.000000,40900.000000,41320.000000,36071.347656,1349450
2017-12-06,41580.000000,41580.000000,40040.000000,40040.000000,34953.933594,1906700
2017-12-07,40040.000000,41040.000000,40040.000000,40500.000000,35355.503906,2584700
2017-12-08,41400.000000,41760.000000,41300.000000,41500.000000,36228.480469,2508800
2017-12-11,42140.000000,42140.000000,41500.000000,41500.000000,36228.480469,1068750
2017-12-12,41520.000000,41900.000000,41520.000000,41700.000000,36403.074219,1451650
2017-12-13,41700.000000,41760.000000,40960.000000,41120.000000,35896.746094,1364100
2017-12-14,41140.000000,41580.000000,41140.000000,41380.000000,36123.722656,1828650
2017-12-15,41380.000000,41480.000000,40540.000000,40540.000000,35390.425781,2396200
2017-12-18,40800.000000,40900.000000,40200.000000,40760.000000,35582.476563,1392900
2017-12-19,41100.000000,41540.000000,40980.000000,41200.000000,35966.582031,2029350
2017-12-21,40540.000000,40700.000000,39120.000000,39120.000000,34150.792969,1861800
2017-12-22,39400.000000,40100.000000,39300.000000,40040.000000,34953.933594,1460400
2017-12-26,40060.000000,40200.000000,39160.000000,39160.000000,34185.714844,1427100
2017-12-27,39400.000000,40220.000000,39400.000000,40060.000000,35360.570313,921550
2017-12-28,40320.000000,41800.000000,40260.000000,41800.000000,36896.453125,1784050
2018-01-02,null,null,null,null,null,null
2018-01-03,42200.000000,42620.000000,41720.000000,41800.000000,36896.453125,1420850
2018-01-04,42240.000000,42260.000000,41360.000000,41800.000000,36896.453125,2001250
2018-01-05,41800.000000,42260.000000,41620.000000,42260.000000,37302.496094,1430050
